epoch,step,train_loss
0,41,2.3372721672058105
1,83,2.2579152584075928
2,125,2.2423338890075684
3,167,2.2365050315856934
4,209,2.2469561100006104
5,251,2.149378776550293
6,293,2.0338222980499268
7,335,1.9556872844696045
8,377,1.9115300178527832
9,419,1.862597942352295
10,461,1.8463526964187622
11,503,1.829177737236023
12,545,1.7953295707702637
13,587,1.760262131690979
14,629,1.6801966428756714
15,671,1.652142882347107
16,713,1.5358703136444092
17,755,1.5205934047698975
18,797,1.465341567993164
19,839,1.4761325120925903
20,881,1.389132022857666
21,923,1.3503332138061523
22,965,1.2379356622695923
23,1007,1.1642850637435913
24,1049,1.2106924057006836
25,1091,1.135888695716858
26,1133,1.0837937593460083
27,1175,1.0651838779449463
28,1217,0.9854351282119751
29,1259,0.921271026134491
30,1301,0.9490909576416016
31,1343,0.9191386699676514
32,1385,0.9379069805145264
33,1427,0.8209768533706665
34,1469,0.7189396023750305
35,1511,0.7157620787620544
36,1553,0.6785929799079895
37,1595,0.6401004791259766
38,1637,0.6085121631622314
39,1679,0.5445229411125183
40,1721,0.5963888764381409
41,1763,0.49434831738471985
42,1805,0.534846305847168
43,1847,0.45097723603248596
44,1889,0.5217832922935486
45,1931,0.3208176791667938
46,1973,0.3282815217971802
47,2015,0.31713375449180603
48,2057,0.31345421075820923
49,2099,0.35070866346359253
50,2141,0.2901242971420288
51,2183,0.29168668389320374
52,2225,0.26715338230133057
53,2267,0.27751418948173523
54,2309,0.3037789762020111
55,2351,0.2846221327781677
56,2393,0.21536505222320557
57,2435,0.20903636515140533
58,2477,0.20617012679576874
59,2519,0.21179315447807312
60,2561,0.1638692170381546
61,2603,0.19195160269737244
62,2645,0.2123761922121048
63,2687,0.1960725486278534
64,2729,0.15316469967365265
65,2771,0.20632131397724152
66,2813,0.20607443153858185
67,2855,0.18285317718982697
68,2897,0.18056316673755646
69,2939,0.1590021848678589
70,2981,0.14416618645191193
71,3023,0.2016143500804901
72,3065,0.15120047330856323
73,3107,0.15372319519519806
74,3149,0.12556937336921692
75,3191,0.11870033293962479
76,3233,0.14056925475597382
77,3275,0.1442868560552597
78,3317,0.1557309776544571
79,3359,0.13323891162872314
80,3401,0.12309043109416962
81,3443,0.10327693074941635
82,3485,0.12075865268707275
83,3527,0.14965392649173737
84,3569,0.13055956363677979
85,3611,0.13091455399990082
86,3653,0.13149486482143402
87,3695,0.10937512665987015
88,3737,0.10093472898006439
89,3779,0.06486327201128006
90,3821,0.07221619039773941
91,3863,0.08132579177618027
92,3905,0.08226580172777176
93,3947,0.0660150870680809
94,3989,0.09822773933410645
95,4031,0.06799241900444031
96,4073,0.08838818222284317
97,4115,0.05637999624013901
98,4157,0.06123635172843933
99,4199,0.060765765607357025
100,4241,0.06779787689447403
101,4283,0.05194621905684471
102,4325,0.04908672720193863
103,4367,0.07107594609260559
104,4409,0.05958276614546776
105,4451,0.060857437551021576
106,4493,0.051513008773326874
107,4535,0.04216139763593674
108,4577,0.0715278685092926
109,4619,0.05938604101538658
110,4661,0.04593904688954353
111,4703,0.03883390128612518
112,4745,0.06457869708538055
113,4787,0.06762771308422089
114,4829,0.056630637496709824
115,4871,0.06093907728791237
116,4913,0.05179615318775177
117,4955,0.036857686936855316
118,4997,0.049476899206638336
119,5039,0.05796463415026665
120,5081,0.044348083436489105
121,5123,0.04625226557254791
122,5165,0.057379286736249924
123,5207,0.05083826184272766
124,5249,0.05203555151820183
125,5291,0.04758783057332039
126,5333,0.050296373665332794
127,5375,0.04451028257608414
128,5417,0.03890454024076462
129,5459,0.06258406490087509
130,5501,0.05366632714867592
131,5543,0.05465095862746239
132,5585,0.04340894892811775
